"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
315,"1","2025-06-26T15:38:17.073732Z",310,"[{""start"":18,""end"":22,""text"":""1.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":52,""end"":57,""text"":"" *535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":97,""end"":102,""text"":""98.43"",""labels"":[""BALANCE""]},{""start"":93,""end"":96,""text"":""AED"",""labels"":[""CURRENCY""]}]",6.589,"Dear Customer AED 1.05 was debited from your account *535. Your available account balance is AED 98.43","2025-06-26T15:38:17.073751Z"
316,"1","2025-06-26T15:38:30.124466Z",311,"[{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":18,""end"":24,""text"":""500.00"",""labels"":[""AMOUNT""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":98,""end"":104,""text"":""500.18"",""labels"":[""BALANCE""]}]",10.949,"Dear Customer AED 500.00 was credited to your account *535. Your available account balance is AED 500.18","2025-06-26T15:38:30.124493Z"
317,"1","2025-06-26T15:38:44.203515Z",312,"[{""start"":19,""end"":25,""text"":""355.45"",""labels"":[""AMOUNT""]},{""start"":26,""end"":33,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""AMOUNT""]},{""start"":48,""end"":57,""text"":""****0535 "",""labels"":[""ACCOUNT_NUMBER""]},{""start"":60,""end"":78,""text"":""DU (EITC) DUBAI AE"",""labels"":[""LOCATION""]},{""start"":91,""end"":94,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":95,""end"":101,""text"":""146.14"",""labels"":[""BALANCE""]}]",13.162,"Transaction of AED 355.45 debited from your a/c ****0535 at DU (EITC) DUBAI AE. Avl Bal is AED 146.14","2025-06-26T15:38:44.203535Z"
318,"1","2025-06-26T15:38:53.012006Z",313,"[{""start"":18,""end"":25,""text"":""1000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":38,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":63,""text"":"" ****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":110,""text"":""1025.44"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",7.427,"Dear Customer AED 1000.00 was credited to your account ****0535. Your available account balance is AED 1025.44","2025-06-26T15:38:53.012031Z"
319,"1","2025-06-26T15:39:15.091658Z",314,"[{""start"":19,""end"":24,""text"":""79.50"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":112,""end"":118,""text"":""341.67"",""labels"":[""BALANCE""]},{""start"":108,""end"":111,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":59,""end"":95,""text"":""TARGET PHARMACY -055039 ABU DHABI AE"",""labels"":[""LOCATION""]}]",21.144,"Transaction of AED 79.50 debited from your a/c ****0535 at TARGET PHARMACY -055039 ABU DHABI AE. Avl Bal is AED 341.67","2025-06-26T15:39:15.091679Z"
320,"1","2025-06-26T15:39:28.004889Z",315,"[{""start"":18,""end"":24,""text"":""251.75"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":64,""text"":""****0535."",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":111,""text"":""16698.32"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.655,"Dear Customer AED 251.75 was debited from your account ****0535. Your available account balance is AED 16698.32","2025-06-26T15:39:28.004911Z"
321,"1","2025-06-26T15:39:40.409560Z",316,"[{""start"":18,""end"":26,""text"":""16000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":56,""end"":64,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":31,""end"":39,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":104,""end"":112,""text"":""16121.05"",""labels"":[""BALANCE""]},{""start"":100,""end"":103,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.644,"Dear Customer AED 16000.00 was credited to your account ****0535. Your available account balance is AED 16121.05","2025-06-26T15:39:40.409587Z"
322,"1","2025-06-26T15:39:49.199160Z",317,"[{""start"":18,""end"":24,""text"":""200.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":62,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":102,""end"":109,""text"":""4449.94"",""labels"":[""BALANCE""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]}]",7.856,"Dear Customer AED 200.00 was credited to your account ****0535. Your available account balance is AED 4449.94","2025-06-26T15:39:49.199170Z"
323,"1","2025-06-26T15:40:10.164531Z",318,"[{""start"":18,""end"":24,""text"":""150.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":63,""text"":"" ****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":103,""end"":109,""text"":""449.75"",""labels"":[""BALANCE""]}]",18.395,"Dear Customer AED 150.00 was debited from your account ****0535. Your available account balance is AED 449.75","2025-06-26T15:40:10.164553Z"
324,"1","2025-06-26T15:40:33.543353Z",319,"[{""start"":18,""end"":26,""text"":""24250.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":31,""end"":39,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":100,""end"":108,""text"":""24250.91"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]}]",21.97,"Dear Customer AED 24250.00 was credited to your account *535. Your available account balance is AED 24250.91","2025-06-26T15:40:33.543384Z"
325,"1","2025-06-26T15:41:46.280905Z",320,"[{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":19,""end"":24,""text"":""25.00"",""labels"":[""AMOUNT""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":109,""end"":113,""text"":""4.60"",""labels"":[""BALANCE""]},{""start"":105,""end"":108,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":59,""end"":92,""text"":""STARBUCKS-ADNOC-D843 ABU DHABI AE"",""labels"":[""LOCATION""]},{""start"":46,""end"":55,""text"":"" ****0535"",""labels"":[""ACCOUNT_NUMBER""]}]",71.688,"Transaction of AED 25.00 debited from your a/c ****0535 at STARBUCKS-ADNOC-D843 ABU DHABI AE. Avl Bal is AED 4.60","2025-06-26T15:41:46.280928Z"
326,"1","2025-06-26T15:41:58.792526Z",321,"[{""start"":18,""end"":24,""text"":""124.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":60,""text"":""*535."",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":105,""text"":""364.20"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.549,"Dear Customer AED 124.05 was debited from your account *535. Your available account balance is AED 364.20","2025-06-26T15:41:58.792554Z"
327,"1","2025-06-26T15:42:11.513973Z",322,"[{""start"":18,""end"":24,""text"":""200.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":62,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":102,""end"":108,""text"":""358.08"",""labels"":[""BALANCE""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.461,"Dear Customer AED 200.00 was credited to your account ****0535. Your available account balance is AED 358.08","2025-06-26T15:42:11.513994Z"
328,"1","2025-06-26T15:42:20.725298Z",323,"[{""start"":18,""end"":25,""text"":""2500.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":65,""text"":""****0535."",""labels"":[""ACCOUNT_NUMBER""]},{""start"":104,""end"":111,""text"":""3880.02"",""labels"":[""BALANCE""]},{""start"":100,""end"":103,""text"":""AED"",""labels"":[""CURRENCY""]}]",8.038,"Dear Customer AED 2500.00 was debited from your account ****0535. Your available account balance is AED 3880.02","2025-06-26T15:42:20.725319Z"
329,"1","2025-06-26T15:42:43.610811Z",324,"[{""start"":19,""end"":26,""text"":""1350.75"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":49,""end"":53,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":110,""end"":118,""text"":""13507.99"",""labels"":[""BALANCE""]},{""start"":106,""end"":109,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":56,""end"":93,""text"":"" uae.wu.com\/send_money Ab u Dhabi AE"",""labels"":[""LOCATION""]}]",21.541,"Transaction of AED 1350.75 debited from your a/c *535 at uae.wu.com/send_money  Ab u Dhabi AE. Avl Bal is AED 13507.99","2025-06-26T15:42:43.610831Z"
330,"1","2025-06-26T15:42:56.251199Z",325,"[{""start"":18,""end"":24,""text"":""305.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":106,""text"":""1195.65"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.588,"Dear Customer AED 305.00 was debited from your account *535. Your available account balance is AED 1195.65","2025-06-26T15:42:56.251220Z"
331,"1","2025-06-26T15:43:07.243847Z",326,"[{""start"":18,""end"":24,""text"":""380.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":103,""text"":""0.61"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",9.617,"Dear Customer AED 380.00 was debited from your account *535. Your available account balance is AED 0.61","2025-06-26T15:43:07.243865Z"
332,"1","2025-06-26T15:43:25.041102Z",327,"[{""start"":18,""end"":23,""text"":""25.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":28,""end"":36,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":57,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":97,""end"":104,""text"":""4340.61"",""labels"":[""BALANCE""]},{""start"":93,""end"":96,""text"":""AED"",""labels"":[""CURRENCY""]}]",16.173,"Dear Customer AED 25.00 was credited to your account *535. Your available account balance is AED 4340.61","2025-06-26T15:43:25.041126Z"
333,"1","2025-06-26T15:43:36.164614Z",328,"[{""start"":18,""end"":24,""text"":""631.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":104,""text"":""22.02"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.364,"Dear Customer AED 631.05 was debited from your account *535. Your available account balance is AED 22.02","2025-06-26T15:43:36.164634Z"
334,"1","2025-06-26T15:43:54.939568Z",329,"[{""start"":18,""end"":26,""text"":""10000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":31,""end"":38,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":57,""end"":61,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":107,""text"":""284.55"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",15.807,"Dear Customer AED 10000.00 was debited from your account *535. Your available account balance is AED 284.55","2025-06-26T15:43:54.939590Z"
335,"1","2025-06-26T15:44:04.066919Z",330,"[{""start"":18,""end"":25,""text"":""4100.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":107,""text"":""2062.76"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",8.14,"Dear Customer AED 4100.00 was debited from your account *535. Your available account balance is AED 2062.76","2025-06-26T15:44:04.066942Z"
336,"1","2025-06-26T15:44:17.516350Z",331,"[{""start"":18,""end"":23,""text"":""50.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":28,""end"":35,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":107,""text"":""116011.59"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",9.826,"Dear Customer AED 50.00 was debited from your account *535. Your available account balance is AED 116011.59","2025-06-26T15:44:17.516366Z"
337,"1","2025-06-26T15:44:32.372983Z",332,"[{""start"":18,""end"":24,""text"":""200.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":106,""text"":""1501.00"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",13.061,"Dear Customer AED 200.00 was debited from your account *535. Your available account balance is AED 1501.00","2025-06-26T15:44:32.373008Z"
338,"1","2025-06-26T15:44:42.868784Z",333,"[{""start"":18,""end"":24,""text"":""900.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":63,""text"":""****0535."",""labels"":[""ACCOUNT_NUMBER""]},{""start"":102,""end"":110,""text"":""16950.07"",""labels"":[""BALANCE""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]}]",9.792,"Dear Customer AED 900.00 was credited to your account ****0535. Your available account balance is AED 16950.07","2025-06-26T15:44:42.868802Z"
339,"1","2025-06-26T15:44:55.353660Z",334,"[{""start"":18,""end"":24,""text"":""838.32"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":105,""text"":""708.54"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.2,"Dear Customer AED 838.32 was debited from your account *535. Your available account balance is AED 708.54","2025-06-26T15:44:55.353683Z"
340,"1","2025-06-26T15:45:21.223772Z",335,"[{""start"":18,""end"":23,""text"":""34.96"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":58,""end"":65,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":84,""end"":88,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":128,""end"":134,""text"":""-10.58"",""labels"":[""BALANCE""]},{""start"":124,""end"":127,""text"":""AED"",""labels"":[""CURRENCY""]}]",24.795,"Dear Customer AED 34.96 payment for your Covered Card was debited from your account *535. Your available account balance is AED -10.58","2025-06-26T15:45:21.223791Z"
341,"1","2025-06-26T15:45:35.324776Z",336,"[{""start"":18,""end"":24,""text"":""350.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":109,""text"":""897.19"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.733,"Dear Customer AED 350.00 was debited from your account ****0535. Your available account balance is AED 897.19","2025-06-26T15:45:35.324799Z"
342,"1","2025-06-26T15:45:51.656165Z",337,"[{""start"":18,""end"":24,""text"":""250.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":63,""text"":"" ****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":103,""end"":109,""text"":""250.20"",""labels"":[""BALANCE""]}]",15.286,"Dear Customer AED 250.00 was debited from your account ****0535. Your available account balance is AED 250.20","2025-06-26T15:45:51.656189Z"
343,"1","2025-06-26T15:46:08.907212Z",338,"[{""start"":19,""end"":25,""text"":""185.00"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":26,""end"":33,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":48,""end"":56,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":105,""end"":111,""text"":""229.67"",""labels"":[""BALANCE""]},{""start"":101,""end"":104,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":60,""end"":88,""text"":""IBIS GATE HOTEL ABU DHABI AE"",""labels"":[""LOCATION""]}]",16.273,"Transaction of AED 185.00 debited from your a/c ****0535 at IBIS GATE HOTEL ABU DHABI AE. Avl Bal is AED 229.67","2025-06-26T15:46:08.907236Z"
344,"1","2025-06-26T15:46:21.222259Z",339,"[{""start"":18,""end"":25,""text"":""2000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":107,""text"":""3064.26"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.393,"Dear Customer AED 2000.00 was debited from your account *535. Your available account balance is AED 3064.26","2025-06-26T15:46:21.222281Z"
345,"1","2025-06-26T15:46:46.494344Z",340,"[{""start"":19,""end"":26,""text"":""3530.59"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":49,""end"":53,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":57,""end"":93,""text"":""ICA SMART SERVICES TA 02 6661789 AE"",""labels"":[""LOCATION""]},{""start"":106,""end"":109,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":110,""end"":117,""text"":""4202.22"",""labels"":[""BALANCE""]}]",24.31,"Transaction of AED 3530.59 debited from your a/c *535 at ICA SMART SERVICES TA  02 6661789 AE. Avl Bal is AED 4202.22","2025-06-26T15:46:46.494364Z"
346,"1","2025-06-26T15:47:08.338308Z",341,"[{""start"":19,""end"":25,""text"":""142.50"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":26,""end"":33,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":48,""end"":56,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":97,""end"":105,""text"":""18204.01"",""labels"":[""BALANCE""]},{""start"":59,""end"":80,""text"":"" MCDONALDS SHARJAH AE"",""labels"":[""LOCATION""]},{""start"":93,""end"":96,""text"":""AED"",""labels"":[""CURRENCY""]}]",20.788,"Transaction of AED 142.50 debited from your a/c ****0535 at MCDONALDS SHARJAH AE. Avl Bal is AED 18204.01","2025-06-26T15:47:08.338331Z"
347,"1","2025-06-26T15:47:20.649655Z",342,"[{""start"":18,""end"":24,""text"":""208.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":104,""text"":""125.47"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.487,"Dear Customer AED 208.00 was credited to your account *535. Your available account balance is AED 125.47","2025-06-26T15:47:20.649672Z"
348,"1","2025-06-26T15:47:32.674570Z",343,"[{""start"":18,""end"":25,""text"":""7500.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":104,""text"":""3.81"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.947,"Dear Customer AED 7500.00 was debited from your account *535. Your available account balance is AED 3.81","2025-06-26T15:47:32.674595Z"
349,"1","2025-06-26T15:48:23.560063Z",344,"[{""start"":19,""end"":24,""text"":""75.56"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":111,""end"":114,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":115,""end"":122,""text"":""1532.49"",""labels"":[""BALANCE""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":59,""end"":98,""text"":""408-345-5282ADAPTDMIND +1 4083455282 US"",""labels"":[""LOCATION""]}]",50.062,"Transaction of AED 75.56 debited from your a/c ****0535 at 408-345-5282ADAPTDMIND +1 4083455282 US. Avl Bal is AED 1532.49","2025-06-26T15:48:23.560083Z"
350,"1","2025-06-26T15:48:38.822191Z",345,"[{""start"":18,""end"":23,""text"":""15.50"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":28,""end"":35,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":62,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":102,""end"":110,""text"":""18543.21"",""labels"":[""BALANCE""]}]",14.038,"Dear Customer AED 15.50 was debited from your account ****0535. Your available account balance is AED 18543.21","2025-06-26T15:48:38.822210Z"
351,"1","2025-06-26T15:48:53.031257Z",346,"[{""start"":18,""end"":23,""text"":""40.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":93,""end"":96,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":98,""end"":99,""text"":""."",""labels"":[""BALANCE""]},{""start"":53,""end"":57,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":28,""end"":36,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]}]",11.339,"Dear Customer AED 40.00 was credited to your account *535. Your available account balance is AED 8.43","2025-06-26T15:48:53.031266Z"
352,"1","2025-06-26T15:49:07.142278Z",347,"[{""start"":18,""end"":24,""text"":""520.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":105,""text"":""945.60"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.801,"Dear Customer AED 520.00 was debited from your account *535. Your available account balance is AED 945.60","2025-06-26T15:49:07.142303Z"
353,"1","2025-06-26T15:49:25.132425Z",348,"[{""start"":28,""end"":32,""text"":""0.91"",""labels"":[""AMOUNT""]},{""start"":24,""end"":27,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":37,""end"":45,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":62,""end"":71,""text"":""****0535."",""labels"":[""ACCOUNT_NUMBER""]}]",9.535,"Dear Customer profit of AED 0.91 was credited to your account ****0535.","2025-06-26T15:49:25.132435Z"
